UserID,MovieTitle,Genre,WatchTime_Mins,UserRating,SubscriptionType
U-4944,Friends,Comedy,51,,Basic
U-6744,Inception,Sci-Fi,49,3.0,Basic
U-4341,Money Heist,Crime,132,,Basic
U-4958,Inception,Sci-Fi,171,,Basic
U-4584,Breaking Bad,Crime,176,1.2,Basic
U-2602,Stranger Things,Sci-Fi,131,2.4,Standard
U-9020,The Matrix,Sci-Fi,140,,Standard
U-7877,Narcos,Crime,158,3.0,Basic
U-9225,Narcos,Crime,59,2.7,Standard
U-7769,Money Heist,Crime,156,,Basic
U-2976,Game of Thrones,Fantasy,35,2.4,Basic
U-4920,Stranger Things,Sci-Fi,166,,Basic
U-3215,Friends,Comedy,50,,Premium
U-6376,Narcos,Crime,57,,Basic
U-1825,Inception,Sci-Fi,170,,Standard
U-6930,Friends,Comedy,67,1.0,Premium
U-8169,The Dark Knight,Action,39,3.1,Basic
U-3893,Narcos,Crime,142,4.8,Standard
U-6160,Stranger Things,Sci-Fi,59,2.9,Basic
U-8426,The Matrix,Sci-Fi,143,,Standard
U-5408,Interstellar,Sci-Fi,169,4.8,Basic
U-5435,The Dark Knight,Action,174,4.6,Basic
U-1630,The Matrix,Sci-Fi,22,3.7,Basic
U-3154,Inception,Sci-Fi,60,2.4,Premium
U-9502,Game of Thrones,Fantasy,44,4.6,Premium
U-6612,The Dark Knight,Action,135,3.7,Standard
U-3771,Interstellar,Sci-Fi,21,3.7,Standard
U-1068,Narcos,Crime,55,2.8,Premium
U-3240,Breaking Bad,Crime,83,,Basic
U-1975,Inception,Sci-Fi,15,1.5,Premium
U-4483,The Dark Knight,Action,47,3.8,Basic
U-7871,Game of Thrones,Fantasy,69,,Basic
U-5948,Stranger Things,Sci-Fi,20,3.9,Premium
U-3190,Interstellar,Sci-Fi,5,3.5,Standard
U-2857,Friends,Comedy,92,1.3,Premium
U-9992,The Dark Knight,Action,64,2.5,Premium
U-7722,Game of Thrones,Fantasy,137,3.1,Premium
U-6211,The Matrix,Sci-Fi,148,2.0,Basic
U-6923,The Matrix,Sci-Fi,169,2.7,Basic
U-9986,Narcos,Crime,86,4.1,Standard
U-5891,Game of Thrones,Fantasy,42,1.7,Basic
U-5437,Game of Thrones,Fantasy,116,,Basic
U-1846,Stranger Things,Sci-Fi,57,1.7,Standard
U-3186,The Dark Knight,Action,158,,Standard
U-2050,Game of Thrones,Fantasy,134,4.8,Standard
U-8518,The Dark Knight,Action,70,2.7,Basic
U-3204,Narcos,Crime,135,3.4,Premium
U-3796,Friends,Comedy,25,,Basic
U-8131,The Dark Knight,Action,53,3.6,Standard
U-1382,Interstellar,Sci-Fi,23,4.8,Standard
U-7052,Game of Thrones,Fantasy,106,3.9,Premium
U-8883,Interstellar,Sci-Fi,35,4.8,Standard
U-4678,Money Heist,Crime,58,2.0,Basic
U-8996,Breaking Bad,Crime,68,1.6,Standard
U-9051,Inception,Sci-Fi,95,4.4,Premium
U-3438,Breaking Bad,Crime,160,4.5,Basic
U-8114,Stranger Things,Sci-Fi,43,,Standard
U-6735,The Dark Knight,Action,83,3.8,Basic
U-3783,Inception,Sci-Fi,34,3.0,Basic
U-1570,The Dark Knight,Action,14,4.9,Standard
U-6919,Money Heist,Crime,155,4.2,Premium
U-7975,The Dark Knight,Action,51,4.4,Premium
U-5928,Breaking Bad,Crime,15,3.4,Basic
U-9581,Inception,Sci-Fi,61,4.3,Standard
U-3970,The Matrix,Sci-Fi,71,2.5,Premium
U-6416,Friends,Comedy,118,1.4,Premium
U-3731,Game of Thrones,Fantasy,117,2.5,Basic
U-5333,Money Heist,Crime,116,4.5,Basic
U-4049,The Dark Knight,Action,104,4.0,Standard
U-8701,Narcos,Crime,93,,Premium
U-1743,Breaking Bad,Crime,109,4.5,Premium
U-1629,Game of Thrones,Fantasy,76,1.2,Basic
U-7198,The Dark Knight,Action,16,4.0,Standard
U-9670,Narcos,Crime,128,1.8,Standard
U-4058,Game of Thrones,Fantasy,137,,Basic
U-8895,Friends,Comedy,103,4.5,Standard
U-4535,Stranger Things,Sci-Fi,78,2.6,Standard
U-1164,Interstellar,Sci-Fi,145,4.9,Standard
U-3461,Narcos,Crime,131,3.6,Basic
U-4710,Friends,Comedy,112,,Standard
U-9766,Inception,Sci-Fi,35,3.4,Basic
U-3791,Game of Thrones,Fantasy,32,3.9,Standard
U-8591,The Matrix,Sci-Fi,16,3.0,Basic
U-2588,Narcos,Crime,10,,Basic
U-6828,The Matrix,Sci-Fi,91,,Standard
U-5780,Interstellar,Sci-Fi,112,4.5,Standard
U-5320,The Dark Knight,Action,170,2.0,Basic
U-3938,Narcos,Crime,48,2.8,Standard
U-4079,Stranger Things,Sci-Fi,102,1.0,Standard
U-7253,Stranger Things,Sci-Fi,9,4.0,Basic
U-8260,The Dark Knight,Action,159,1.6,Basic
U-5553,The Matrix,Sci-Fi,86,,Standard
U-3069,The Dark Knight,Action,45,2.3,Standard
U-1194,The Matrix,Sci-Fi,178,3.2,Basic
U-7480,The Matrix,Sci-Fi,150,3.8,Standard
U-3931,Stranger Things,Sci-Fi,22,2.7,Standard
U-2154,The Dark Knight,Action,117,,Standard
U-3083,Narcos,Crime,99,4.2,Basic
U-9019,Breaking Bad,Crime,148,,Standard
U-1245,Narcos,Crime,16,4.6,Premium
U-7767,Breaking Bad,Crime,51,4.4,Basic
U-6011,Breaking Bad,Crime,18,1.2,Basic
U-7623,Interstellar,Sci-Fi,142,1.9,Basic
U-9424,Money Heist,Crime,90,1.0,Basic
U-7082,Breaking Bad,Crime,102,,Standard
U-8526,Stranger Things,Sci-Fi,142,1.1,Premium
U-1284,Stranger Things,Sci-Fi,36,2.2,Basic
U-7203,Narcos,Crime,116,3.8,Basic
U-1768,Money Heist,Crime,162,3.9,Basic
U-5192,The Matrix,Sci-Fi,90,2.2,Basic
U-9701,Stranger Things,Sci-Fi,65,,Basic
U-9318,The Dark Knight,Action,100,,Standard
U-7902,Inception,Sci-Fi,179,1.8,Premium
U-7578,Narcos,Crime,16,2.9,Basic
U-6028,Breaking Bad,Crime,19,3.0,Premium
U-7541,Breaking Bad,Crime,51,,Standard
U-1736,Stranger Things,Sci-Fi,47,2.5,Basic
U-9888,Inception,Sci-Fi,69,,Premium
U-4955,The Dark Knight,Action,35,1.9,Basic
U-3927,Money Heist,Crime,35,2.6,Premium
U-8441,Inception,Sci-Fi,139,4.2,Basic
U-7301,Stranger Things,Sci-Fi,94,3.2,Premium
U-3330,Breaking Bad,Crime,63,1.0,Basic
U-8465,Game of Thrones,Fantasy,127,,Basic
U-6194,Game of Thrones,Fantasy,98,1.4,Basic
U-1534,Stranger Things,Sci-Fi,27,2.4,Basic
U-3085,Game of Thrones,Fantasy,121,3.8,Basic
U-2554,Game of Thrones,Fantasy,164,,Premium
U-9496,Breaking Bad,Crime,118,2.3,Standard
U-7960,Narcos,Crime,36,3.0,Basic
U-7525,Game of Thrones,Fantasy,39,1.2,Standard
U-4421,The Dark Knight,Action,85,3.9,Basic
U-5720,Game of Thrones,Fantasy,106,2.0,Premium
U-1485,Inception,Sci-Fi,27,4.8,Standard
U-6022,Breaking Bad,Crime,75,1.8,Basic
U-9080,Friends,Comedy,94,,Standard
U-9756,Money Heist,Crime,171,,Standard
U-7078,Interstellar,Sci-Fi,91,4.1,Standard
U-9054,Game of Thrones,Fantasy,50,4.9,Standard
U-9246,Money Heist,Crime,31,2.1,Basic
U-1723,The Matrix,Sci-Fi,60,1.8,Basic
U-8382,Friends,Comedy,66,,Basic
U-8675,The Dark Knight,Action,26,,Standard
U-9869,Narcos,Crime,163,,Standard
U-9863,Inception,Sci-Fi,86,3.3,Premium
U-5048,Friends,Comedy,76,,Basic
U-9618,Stranger Things,Sci-Fi,123,4.3,Basic
U-1402,The Matrix,Sci-Fi,90,2.9,Basic
U-2438,Stranger Things,Sci-Fi,42,,Basic
U-7114,Stranger Things,Sci-Fi,48,3.6,Standard
U-4690,Narcos,Crime,100,4.8,Basic
U-2542,The Matrix,Sci-Fi,31,2.0,Standard
U-6653,Friends,Comedy,76,2.5,Standard
U-4835,Stranger Things,Sci-Fi,95,1.4,Standard
U-9557,Stranger Things,Sci-Fi,123,4.8,Basic
U-7892,Money Heist,Crime,127,1.5,Premium
U-1799,Inception,Sci-Fi,161,,Basic
U-2212,Stranger Things,Sci-Fi,134,2.8,Basic
U-7663,The Matrix,Sci-Fi,16,3.0,Basic
U-7315,Stranger Things,Sci-Fi,102,,Basic
U-9424,Friends,Comedy,104,3.8,Premium
U-6388,Friends,Comedy,45,1.3,Premium
U-5052,Inception,Sci-Fi,115,3.2,Standard
U-9875,The Dark Knight,Action,57,3.6,Basic
U-8820,Friends,Comedy,142,2.8,Basic
U-7783,Game of Thrones,Fantasy,64,4.0,Basic
U-5749,Narcos,Crime,13,,Basic
U-1408,Money Heist,Crime,148,3.7,Premium
U-4046,Breaking Bad,Crime,179,3.9,Basic
U-3388,Inception,Sci-Fi,87,1.5,Standard
U-9929,Stranger Things,Sci-Fi,103,2.3,Basic
U-2498,Money Heist,Crime,51,2.8,Basic
U-1021,Inception,Sci-Fi,38,4.8,Basic
U-3060,Interstellar,Sci-Fi,52,,Premium
U-5754,The Dark Knight,Action,157,4.9,Premium
U-2587,The Matrix,Sci-Fi,87,,Standard
U-5850,Breaking Bad,Crime,143,3.8,Basic
U-3678,Game of Thrones,Fantasy,45,1.2,Standard
U-4189,Game of Thrones,Fantasy,151,4.3,Standard
U-6330,Narcos,Crime,143,3.4,Basic
U-9483,Interstellar,Sci-Fi,69,1.7,Premium
U-7665,Stranger Things,Sci-Fi,65,2.0,Standard
U-2309,The Matrix,Sci-Fi,12,1.5,Basic
U-1957,The Dark Knight,Action,51,4.4,Basic
U-3769,Narcos,Crime,166,3.7,Basic
U-8702,Interstellar,Sci-Fi,133,2.9,Basic
U-6109,Narcos,Crime,72,2.0,Basic
U-1354,Money Heist,Crime,39,4.6,Basic
U-4920,Interstellar,Sci-Fi,154,2.3,Basic
U-5344,Breaking Bad,Crime,57,1.3,Standard
U-3962,Stranger Things,Sci-Fi,70,4.9,Standard
U-4698,The Dark Knight,Action,149,3.2,Standard
U-6185,Breaking Bad,Crime,23,1.6,Basic
U-8224,Friends,Comedy,76,1.4,Standard
U-5938,Game of Thrones,Fantasy,168,,Standard
U-5233,Inception,Sci-Fi,19,2.5,Standard
U-8448,Money Heist,Crime,150,3.9,Standard
U-7400,Inception,Sci-Fi,32,2.5,Standard
U-8310,Breaking Bad,Crime,99,2.0,Standard
U-7988,Stranger Things,Sci-Fi,109,3.7,Premium
U-7940,The Dark Knight,Action,103,1.7,Standard
U-8601,Inception,Sci-Fi,176,3.7,Basic
U-2464,The Dark Knight,Action,147,4.5,Basic
U-7849,Breaking Bad,Crime,137,2.1,Basic
U-4118,Money Heist,Crime,76,1.4,Basic
U-7277,Narcos,Crime,86,3.0,Standard
U-8371,Inception,Sci-Fi,7,3.7,Basic
U-7997,Narcos,Crime,169,4.2,Basic
U-4529,Narcos,Crime,31,4.6,Basic
U-5093,Stranger Things,Sci-Fi,109,2.1,Standard
U-2487,The Matrix,Sci-Fi,59,3.8,Basic
U-7836,Narcos,Crime,87,1.5,Standard
U-9240,Breaking Bad,Crime,108,4.5,Basic
U-5316,The Dark Knight,Action,101,2.9,Basic
U-4094,Game of Thrones,Fantasy,43,3.1,Premium
U-1878,Stranger Things,Sci-Fi,72,3.2,Standard
U-3121,The Matrix,Sci-Fi,100,,Standard
U-4976,Money Heist,Crime,26,2.3,Basic
U-9569,Breaking Bad,Crime,179,4.5,Premium
U-2910,Friends,Comedy,96,4.3,Standard
U-6470,Breaking Bad,Crime,14,2.7,Standard
U-4578,Interstellar,Sci-Fi,166,2.9,Basic
U-6505,Game of Thrones,Fantasy,151,2.4,Standard
U-7926,Interstellar,Sci-Fi,72,3.7,Basic
U-3157,Friends,Comedy,82,4.8,Premium
U-7334,Inception,Sci-Fi,38,3.6,Basic
U-8969,The Matrix,Sci-Fi,26,1.1,Basic
U-2592,Stranger Things,Sci-Fi,74,4.5,Basic
U-4649,Inception,Sci-Fi,115,2.8,Basic
U-8632,Game of Thrones,Fantasy,41,4.9,Basic
U-6652,Stranger Things,Sci-Fi,130,2.5,Basic
U-1682,Narcos,Crime,28,4.1,Premium
U-6743,Inception,Sci-Fi,37,3.7,Premium
U-9583,Narcos,Crime,145,4.2,Premium
U-5313,Stranger Things,Sci-Fi,71,3.8,Standard
U-7973,Money Heist,Crime,44,,Basic
U-6443,Inception,Sci-Fi,143,2.8,Standard
U-2714,Breaking Bad,Crime,17,,Basic
U-1593,Money Heist,Crime,141,1.6,Basic
U-5646,Narcos,Crime,126,,Basic
U-6910,Stranger Things,Sci-Fi,155,4.7,Basic
U-7505,Interstellar,Sci-Fi,89,2.5,Standard
U-4696,Inception,Sci-Fi,136,1.4,Basic
U-8803,Interstellar,Sci-Fi,78,,Basic
U-1720,Interstellar,Sci-Fi,57,1.3,Basic
U-2886,Stranger Things,Sci-Fi,52,3.2,Basic
U-5154,Narcos,Crime,168,3.6,Basic
U-9199,Breaking Bad,Crime,83,4.1,Standard
U-7325,The Matrix,Sci-Fi,177,,Standard
U-5373,The Matrix,Sci-Fi,38,3.7,Basic
U-9065,Game of Thrones,Fantasy,52,1.8,Basic
U-8350,Inception,Sci-Fi,146,3.2,Basic
U-4161,Narcos,Crime,18,,Standard
U-4809,Stranger Things,Sci-Fi,95,3.7,Basic
U-6495,Friends,Comedy,22,4.6,Premium
U-6191,Money Heist,Crime,56,2.2,Standard
U-6931,Inception,Sci-Fi,86,1.1,Standard
U-7199,The Matrix,Sci-Fi,17,4.7,Standard
U-4270,Stranger Things,Sci-Fi,169,,Basic
U-3585,Stranger Things,Sci-Fi,161,4.5,Basic
U-7872,Breaking Bad,Crime,115,4.1,Standard
U-4156,Narcos,Crime,105,1.7,Standard
U-5617,Stranger Things,Sci-Fi,51,1.8,Standard
U-3136,Inception,Sci-Fi,64,1.0,Standard
U-5102,The Dark Knight,Action,174,,Premium
U-5055,Inception,Sci-Fi,47,3.7,Basic
U-3655,The Matrix,Sci-Fi,16,4.7,Basic
U-4661,Stranger Things,Sci-Fi,95,,Basic
U-3702,The Matrix,Sci-Fi,32,,Basic
U-2708,The Matrix,Sci-Fi,159,3.9,Basic
U-7847,Interstellar,Sci-Fi,49,4.8,Basic
U-7316,The Matrix,Sci-Fi,29,,Premium
U-1841,Inception,Sci-Fi,96,1.0,Standard
U-9977,Narcos,Crime,10,1.5,Basic
U-9851,Narcos,Crime,104,2.0,Basic
U-8597,The Matrix,Sci-Fi,40,1.3,Standard
U-3216,The Dark Knight,Action,155,2.9,Premium
U-5485,The Dark Knight,Action,154,1.6,Standard
U-7127,The Dark Knight,Action,131,4.3,Standard
U-8741,Game of Thrones,Fantasy,154,3.8,Basic
U-8108,Breaking Bad,Crime,93,2.7,Standard
U-3518,Inception,Sci-Fi,120,3.3,Basic
U-4774,Game of Thrones,Fantasy,123,2.5,Standard
U-1163,Game of Thrones,Fantasy,93,3.5,Premium
U-9397,Friends,Comedy,171,1.3,Standard
U-1946,Breaking Bad,Crime,158,2.2,Basic
U-8232,Game of Thrones,Fantasy,20,3.6,Premium
U-2931,The Matrix,Sci-Fi,120,3.3,Premium
U-5214,Stranger Things,Sci-Fi,41,1.3,Basic
U-1563,Friends,Comedy,165,5.0,Premium
U-9705,Money Heist,Crime,123,,Basic
U-5584,Stranger Things,Sci-Fi,16,2.7,Standard
U-9610,Interstellar,Sci-Fi,147,,Basic
U-7927,Friends,Comedy,101,3.1,Standard
U-8103,Breaking Bad,Crime,15,4.3,Premium
U-9879,Money Heist,Crime,85,4.8,Basic
U-3156,Stranger Things,Sci-Fi,90,2.9,Premium
U-8555,Inception,Sci-Fi,7,3.9,Basic
U-7158,The Matrix,Sci-Fi,179,3.4,Premium
U-1535,Friends,Comedy,59,4.8,Basic
U-3181,The Dark Knight,Action,162,3.8,Premium
U-7427,Interstellar,Sci-Fi,73,3.9,Premium
U-3622,The Matrix,Sci-Fi,79,1.2,Premium
U-5259,Narcos,Crime,153,3.4,Basic
U-4833,Inception,Sci-Fi,119,3.2,Basic
U-7013,Breaking Bad,Crime,133,,Premium
U-3852,Stranger Things,Sci-Fi,45,2.8,Basic
U-8414,Friends,Comedy,30,2.4,Standard
U-7699,The Dark Knight,Action,71,2.5,Basic
U-3207,The Dark Knight,Action,95,3.2,Basic
U-7466,Narcos,Crime,42,,Basic
U-1077,Money Heist,Crime,105,4.9,Basic
U-5921,Stranger Things,Sci-Fi,15,,Basic
U-9298,Game of Thrones,Fantasy,64,4.1,Premium
U-5428,The Dark Knight,Action,31,4.2,Basic
U-3386,Breaking Bad,Crime,170,4.2,Basic
U-2222,Stranger Things,Sci-Fi,161,1.5,Standard
U-6812,Friends,Comedy,115,4.8,Basic
U-2638,Interstellar,Sci-Fi,173,1.4,Basic
U-2914,Stranger Things,Sci-Fi,130,3.1,Basic
U-8629,Stranger Things,Sci-Fi,18,1.7,Basic
U-7073,Friends,Comedy,23,,Premium
U-2145,Narcos,Crime,122,,Basic
U-8217,The Matrix,Sci-Fi,76,3.7,Basic
U-8986,Stranger Things,Sci-Fi,102,2.3,Basic
U-5472,The Matrix,Sci-Fi,90,4.0,Standard
U-5900,Breaking Bad,Crime,127,2.5,Premium
U-6030,The Dark Knight,Action,69,2.2,Basic
U-3741,Breaking Bad,Crime,107,1.5,Standard
U-9616,Game of Thrones,Fantasy,72,4.7,Basic
U-8257,Narcos,Crime,46,,Premium
U-9982,Breaking Bad,Crime,75,1.1,Basic
U-7724,The Dark Knight,Action,99,4.4,Standard
U-3584,Money Heist,Crime,105,,Basic
U-1076,Interstellar,Sci-Fi,5,3.1,Basic
U-8287,Breaking Bad,Crime,118,2.8,Premium
U-9129,The Matrix,Sci-Fi,139,1.1,Premium
U-3440,The Matrix,Sci-Fi,26,3.7,Standard
U-1078,Money Heist,Crime,132,1.7,Premium
U-2141,The Dark Knight,Action,147,2.4,Basic
U-1263,Friends,Comedy,48,2.4,Standard
U-4032,Narcos,Crime,85,4.7,Standard
U-8398,The Dark Knight,Action,126,3.2,Standard
U-2118,The Matrix,Sci-Fi,147,,Basic
U-7488,The Dark Knight,Action,137,1.9,Basic
U-6964,Narcos,Crime,133,2.4,Basic
U-6166,Money Heist,Crime,25,1.2,Basic
U-3646,Money Heist,Crime,77,2.8,Basic
U-3239,The Matrix,Sci-Fi,95,4.0,Premium
U-8587,Friends,Comedy,140,1.4,Basic
U-6921,Game of Thrones,Fantasy,32,4.1,Premium
U-3321,Narcos,Crime,61,3.7,Basic
U-7157,Narcos,Crime,74,,Standard
U-2894,Breaking Bad,Crime,163,2.8,Basic
U-2363,The Dark Knight,Action,120,4.0,Basic
U-9011,The Matrix,Sci-Fi,131,4.8,Basic
U-4430,Interstellar,Sci-Fi,26,,Premium
U-4684,Stranger Things,Sci-Fi,116,,Basic
U-3669,Interstellar,Sci-Fi,41,1.3,Basic
U-6743,Stranger Things,Sci-Fi,122,,Basic
U-2107,The Matrix,Sci-Fi,175,2.7,Basic
U-3568,Game of Thrones,Fantasy,164,1.3,Premium
U-3558,Breaking Bad,Crime,114,1.5,Basic
U-7069,Inception,Sci-Fi,180,2.9,Basic
U-5474,Breaking Bad,Crime,129,4.8,Basic
U-7073,Inception,Sci-Fi,39,,Premium
U-7854,Stranger Things,Sci-Fi,8,3.5,Premium
U-1846,Friends,Comedy,92,3.4,Standard
U-4448,Game of Thrones,Fantasy,99,3.2,Basic
U-3476,Game of Thrones,Fantasy,68,2.9,Standard
U-9685,Breaking Bad,Crime,80,3.4,Basic
U-2386,Friends,Comedy,124,2.1,Premium
U-4253,Breaking Bad,Crime,124,1.2,Standard
U-6942,Money Heist,Crime,160,3.6,Premium
U-7559,Interstellar,Sci-Fi,56,3.9,Standard
U-9727,Narcos,Crime,151,1.2,Basic
U-7864,The Matrix,Sci-Fi,62,,Basic
U-7835,Game of Thrones,Fantasy,9,1.6,Basic
U-1274,Stranger Things,Sci-Fi,31,4.8,Standard
U-8533,The Matrix,Sci-Fi,93,4.2,Basic
U-2167,Inception,Sci-Fi,157,3.4,Premium
U-8048,Stranger Things,Sci-Fi,93,3.2,Basic
U-1663,Money Heist,Crime,96,5.0,Basic
U-1645,The Dark Knight,Action,9,2.5,Standard
U-1985,Narcos,Crime,45,4.9,Standard
U-4489,Breaking Bad,Crime,36,2.8,Basic
U-4450,The Dark Knight,Action,13,4.7,Basic
U-9007,Money Heist,Crime,39,1.2,Basic
U-3288,The Dark Knight,Action,102,4.3,Basic
U-8798,Stranger Things,Sci-Fi,91,3.1,Basic
U-7444,The Dark Knight,Action,62,3.0,Standard
U-6860,Interstellar,Sci-Fi,169,3.8,Basic
U-1848,The Dark Knight,Action,44,4.2,Standard
U-3536,Narcos,Crime,21,1.3,Premium
U-9034,Narcos,Crime,56,5.0,Basic
U-4562,Narcos,Crime,113,4.0,Basic
U-4634,Friends,Comedy,90,1.1,Premium
U-9510,Interstellar,Sci-Fi,145,2.0,Basic
U-2957,Game of Thrones,Fantasy,128,3.4,Standard
U-8393,Stranger Things,Sci-Fi,49,2.1,Basic
U-1930,Interstellar,Sci-Fi,96,2.7,Standard
U-7434,The Matrix,Sci-Fi,77,1.2,Basic
U-1349,Inception,Sci-Fi,8,1.1,Standard
U-2214,Narcos,Crime,120,2.0,Basic
U-7281,Game of Thrones,Fantasy,53,,Basic
U-2943,Stranger Things,Sci-Fi,152,2.8,Standard
U-4196,The Dark Knight,Action,60,1.8,Standard
U-3299,Stranger Things,Sci-Fi,58,1.9,Premium
U-8332,Money Heist,Crime,174,4.5,Basic
U-7598,Breaking Bad,Crime,30,1.5,Standard
U-2207,Stranger Things,Sci-Fi,92,1.9,Premium
U-4971,The Dark Knight,Action,76,3.3,Standard
U-5533,Friends,Comedy,106,,Basic
U-9193,Stranger Things,Sci-Fi,155,,Standard
U-8237,Interstellar,Sci-Fi,78,,Basic
U-7270,Narcos,Crime,83,4.4,Premium
U-6727,Game of Thrones,Fantasy,47,4.1,Basic
U-4845,Stranger Things,Sci-Fi,47,,Basic
U-8646,Game of Thrones,Fantasy,154,4.1,Standard
U-8762,The Matrix,Sci-Fi,15,,Basic
U-1792,The Dark Knight,Action,59,3.1,Standard
U-8909,Interstellar,Sci-Fi,73,2.0,Basic
U-6130,The Matrix,Sci-Fi,77,4.9,Basic
U-5314,Breaking Bad,Crime,89,4.8,Standard
U-7221,Game of Thrones,Fantasy,58,,Premium
U-2664,Interstellar,Sci-Fi,173,4.9,Basic
U-3867,Stranger Things,Sci-Fi,6,4.6,Basic
U-5651,Money Heist,Crime,15,5.0,Standard
U-4742,Inception,Sci-Fi,41,4.0,Basic
U-9608,Breaking Bad,Crime,27,2.7,Premium
U-1615,The Matrix,Sci-Fi,6,4.4,Basic
U-3323,Game of Thrones,Fantasy,70,3.6,Premium
U-5541,The Matrix,Sci-Fi,94,2.2,Premium
U-7043,Narcos,Crime,40,,Basic
U-9275,Game of Thrones,Fantasy,33,1.1,Standard
U-9063,Friends,Comedy,124,3.9,Basic
U-6375,Inception,Sci-Fi,7,1.7,Standard
U-7853,Breaking Bad,Crime,73,1.6,Premium
U-9351,Game of Thrones,Fantasy,96,,Standard
U-8353,The Matrix,Sci-Fi,73,4.3,Basic
U-4786,Narcos,Crime,69,,Standard
U-3123,Friends,Comedy,125,1.9,Premium
U-9840,Breaking Bad,Crime,42,1.9,Standard
U-2572,Money Heist,Crime,141,,Standard
U-1301,Game of Thrones,Fantasy,136,,Basic
U-7471,Game of Thrones,Fantasy,117,4.5,Standard
U-7516,Game of Thrones,Fantasy,103,3.5,Premium
U-1307,Friends,Comedy,25,3.5,Basic
U-4077,Inception,Sci-Fi,68,3.9,Standard
U-9947,Friends,Comedy,109,2.0,Standard
U-4609,Narcos,Crime,57,3.9,Basic
U-7917,The Matrix,Sci-Fi,55,,Standard
U-2943,Interstellar,Sci-Fi,113,1.4,Basic
U-9165,Money Heist,Crime,141,1.8,Basic
U-5321,Money Heist,Crime,71,,Standard
U-9968,Interstellar,Sci-Fi,68,2.0,Premium
U-4836,Breaking Bad,Crime,169,3.5,Premium
U-7603,The Dark Knight,Action,169,,Basic
U-7131,Stranger Things,Sci-Fi,56,1.8,Basic
U-3094,Game of Thrones,Fantasy,29,,Basic
U-4509,Interstellar,Sci-Fi,42,,Standard
U-1349,Stranger Things,Sci-Fi,22,4.4,Basic
U-6133,Inception,Sci-Fi,129,1.4,Standard
U-2083,Game of Thrones,Fantasy,159,1.2,Basic
U-3699,Friends,Comedy,56,2.5,Standard
U-1151,Game of Thrones,Fantasy,135,1.3,Standard
U-2881,The Matrix,Sci-Fi,134,4.6,Standard
U-7870,Friends,Comedy,58,,Basic
U-2052,Stranger Things,Sci-Fi,47,3.2,Premium
U-8120,Stranger Things,Sci-Fi,167,4.5,Standard
U-4640,The Dark Knight,Action,81,4.8,Standard
U-4381,The Dark Knight,Action,17,3.1,Basic
U-3834,Inception,Sci-Fi,26,,Standard
U-6094,Money Heist,Crime,106,1.2,Premium
U-2040,Interstellar,Sci-Fi,19,1.2,Premium
U-6459,Money Heist,Crime,94,4.0,Basic
U-9506,Narcos,Crime,32,4.7,Basic
U-5649,Game of Thrones,Fantasy,97,4.2,Standard
U-5723,Stranger Things,Sci-Fi,70,,Standard
U-2859,Breaking Bad,Crime,76,4.6,Premium
U-7392,Interstellar,Sci-Fi,72,,Premium
U-8494,The Matrix,Sci-Fi,166,2.0,Basic
U-4699,Inception,Sci-Fi,115,4.7,Standard
U-2641,Stranger Things,Sci-Fi,50,5.0,Basic
U-2461,Money Heist,Crime,176,2.1,Premium
U-7602,Money Heist,Crime,145,3.9,Standard
U-6143,Friends,Comedy,111,,Standard
U-7756,Game of Thrones,Fantasy,12,2.0,Basic
U-2457,The Matrix,Sci-Fi,90,1.1,Premium
U-5258,Narcos,Crime,150,3.0,Standard
U-2348,The Dark Knight,Action,115,,Premium
U-2925,Narcos,Crime,14,,Basic
U-1718,Inception,Sci-Fi,92,3.2,Basic
U-6557,Game of Thrones,Fantasy,168,,Basic
U-9548,Stranger Things,Sci-Fi,128,4.3,Standard
U-4370,Stranger Things,Sci-Fi,21,,Basic
U-9597,Breaking Bad,Crime,48,2.3,Premium
U-3266,Narcos,Crime,95,1.0,Basic
U-9201,Stranger Things,Sci-Fi,102,2.8,Basic
U-6970,Inception,Sci-Fi,89,3.0,Basic
U-7741,Game of Thrones,Fantasy,121,2.8,Premium
U-9461,Inception,Sci-Fi,113,2.7,Basic
U-6948,Money Heist,Crime,175,2.4,Basic
U-9870,Breaking Bad,Crime,104,2.0,Basic
U-4756,Money Heist,Crime,134,1.1,Standard
U-8285,Inception,Sci-Fi,90,3.7,Basic
U-4675,Inception,Sci-Fi,162,,Basic
U-5640,Game of Thrones,Fantasy,125,,Basic
U-5293,The Matrix,Sci-Fi,89,4.4,Basic
U-6251,Inception,Sci-Fi,87,4.7,Premium
U-4807,The Matrix,Sci-Fi,113,2.3,Basic
U-4778,Game of Thrones,Fantasy,130,,Basic
U-1382,Friends,Comedy,39,4.4,Standard
U-7709,Interstellar,Sci-Fi,119,2.2,Premium
U-1888,Interstellar,Sci-Fi,94,2.0,Basic
U-7018,Breaking Bad,Crime,34,4.5,Premium
U-6569,Narcos,Crime,78,3.6,Standard
U-3373,Interstellar,Sci-Fi,101,3.6,Standard
U-7919,The Matrix,Sci-Fi,67,1.9,Basic
U-3273,Game of Thrones,Fantasy,148,4.7,Basic
U-1074,Friends,Comedy,128,4.5,Basic
U-3027,Friends,Comedy,112,1.4,Standard
U-3731,Friends,Comedy,110,3.2,Premium
U-7484,Narcos,Crime,82,3.5,Premium
U-3055,The Matrix,Sci-Fi,6,2.8,Premium
